Million Plus Cities,Cause category,Cause Subcategory,Outcome of Incident,Count
Vadodara,Junction,Round about Junction,Total number of Accidents,455.0
Vadodara,Junction,Uncontrolled,Persons Killed,85.0
Vadodara,Junction,Uncontrolled,Greviously Injured,159.0
Vadodara,Junction,Uncontrolled,Minor Injury,284.0
Vadodara,Junction,Uncontrolled,Total Injured,444.0
Vadodara,Junction,Uncontrolled,Total number of Accidents,733.0
Vadodara,Road Features,Straight Road,Persons Killed,91.0
Vadodara,Road Features,Straight Road,Greviously Injured,294.0
Vadodara,Road Features,Straight Road,Minor Injury,318.0
Vadodara,Road Features,Straight Road,Total Injured,565.0
Vadodara,Road Features,Straight Road,Total number of Accidents,969.0
Vadodara,Road Features,Curved Road,Persons Killed,28.0
Vadodara,Road Features,Curved Road,Greviously Injured,243.0
Vadodara,Road Features,Curved Road,Minor Injury,485.0
Vadodara,Road Features,Curved Road,Total Injured,382.0
Vadodara,Road Features,Curved Road,Total number of Accidents,287.0
Vadodara,Road Features,Bridge,Persons Killed,43.0
Vadodara,Road Features,Bridge,Greviously Injured,287.0
Vadodara,Road Features,Bridge,Minor Injury,220.0
Vadodara,Road Features,Bridge,Total Injured,520.0
Vadodara,Road Features,Bridge,Total number of Accidents,895.0
Vadodara,Road Features,Pot Holes,Persons Killed,2.0
Vadodara,Road Features,Pot Holes,Greviously Injured,200.0
Vadodara,Road Features,Pot Holes,Minor Injury,167.0
Vadodara,Road Features,Pot Holes,Total Injured,118.0
Vadodara,Road Features,Pot Holes,Total number of Accidents,222.0
Vadodara,Road Features,Steep Grade,Persons Killed,28.0
Vadodara,Road Features,Steep Grade,Greviously Injured,39.0
Vadodara,Road Features,Steep Grade,Minor Injury,344.0
Vadodara,Road Features,Steep Grade,Total Injured,207.0
Vadodara,Road Features,Steep Grade,Total number of Accidents,1351.0
Vadodara,Impacting Vehicle/Object,Cars/Taxis/Vans,Persons Killed,7.0
Vadodara,Impacting Vehicle/Object,Cars/Taxis/Vans,Greviously Injured,195.0
Vadodara,Impacting Vehicle/Object,Cars/Taxis/Vans,Minor Injury,193.0
Vadodara,Impacting Vehicle/Object,Cars/Taxis/Vans,Total Injured,683.0
Vadodara,Impacting Vehicle/Object,Cars/Taxis/Vans,Total number of Accidents,328.0
Vadodara,Impacting Vehicle/Object,Two Wheelers,Persons Killed,4.0
Vadodara,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,12.0
Vadodara,Impacting Vehicle/Object,Two Wheelers,Minor Injury,498.0
Vadodara,Impacting Vehicle/Object,Two Wheelers,Total Injured,203.0
Vadodara,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,1447.0
Vadodara,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,63.0
Vadodara,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,19.0
Vadodara,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,454.0
Vadodara,Impacting Vehicle/Object,Trucks/Lorries,Total Injured,401.0
Vadodara,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,430.0
Vadodara,Impacting Vehicle/Object,Buses,Persons Killed,90.0
Vadodara,Impacting Vehicle/Object,Buses,Greviously Injured,75.0
Vadodara,Impacting Vehicle/Object,Buses,Minor Injury,474.0
Vadodara,Impacting Vehicle/Object,Buses,Total Injured,211.0
Vadodara,Impacting Vehicle/Object,Buses,Total number of Accidents,1236.0
Vadodara,Impacting Vehicle/Object,Pedestrian,Persons Killed,8.0
Vadodara,Impacting Vehicle/Object,Pedestrian,Greviously Injured,95.0
Vadodara,Impacting Vehicle/Object,Pedestrian,Minor Injury,283.0
Vadodara,Impacting Vehicle/Object,Pedestrian,Total Injured,701.0
Vadodara,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,513.0
Vadodara,Weather,Sunny/Clear,Persons Killed,53.0
Vadodara,Weather,Sunny/Clear,Greviously Injured,21.0
Vadodara,Weather,Sunny/Clear,Minor Injury,258.0
Vadodara,Weather,Sunny/Clear,Total Injured,113.0
Vadodara,Weather,Sunny/Clear,Total number of Accidents,1243.0
Vadodara,Weather,Rainy,Persons Killed,74.0
Vadodara,Weather,Rainy,Greviously Injured,252.0
Vadodara,Weather,Rainy,Minor Injury,272.0
Vadodara,Weather,Rainy,Total Injured,169.0
Vadodara,Weather,Rainy,Total number of Accidents,1434.0
Vadodara,Weather,Foggy and Misty,Persons Killed,57.0
Vadodara,Weather,Foggy and Misty,Greviously Injured,141.0
Vadodara,Weather,Foggy and Misty,Minor Injury,160.0
Vadodara,Weather,Foggy and Misty,Total Injured,480.0
Vadodara,Weather,Foggy and Misty,Total number of Accidents,1355.0
Vadodara,Weather,Hail/Sleet,Persons Killed,19.0
Vadodara,Weather,Hail/Sleet,Greviously Injured,33.0
Vadodara,Weather,Hail/Sleet,Minor Injury,276.0
Vadodara,Weather,Hail/Sleet,Total Injured,253.0
Vadodara,Weather,Hail/Sleet,Total number of Accidents,1021.0
Vadodara,Traffic Violation,Drunken Driving,Persons Killed,20.0
Vadodara,Traffic Violation,Drunken Driving,Greviously Injured,211.0
Vadodara,Traffic Violation,Drunken Driving,Minor Injury,87.0
Vadodara,Traffic Violation,Drunken Driving,Total Injured,287.0
Vadodara,Traffic Violation,Drunken Driving,Total number of Accidents,1280.0
Vadodara,Traffic Violation,Over Speeding,Persons Killed,44.0
Vadodara,Traffic Violation,Over Speeding,Greviously Injured,29.0
Vadodara,Traffic Violation,Over Speeding,Minor Injury,322.0
Vadodara,Traffic Violation,Over Speeding,Total Injured,218.0
Vadodara,Traffic Violation,Over Speeding,Total number of Accidents,782.0
Vadodara,Traffic Violation,Jumping Red Light,Persons Killed,3.0
Vadodara,Traffic Violation,Jumping Red Light,Greviously Injured,230.0
Vadodara,Traffic Violation,Jumping Red Light,Minor Injury,63.0
Vadodara,Traffic Violation,Jumping Red Light,Total Injured,614.0
Vadodara,Traffic Violation,Jumping Red Light,Total number of Accidents,535.0
Vadodara,Traffic Violation,Use of Mobile Phone,Persons Killed,57.0
Vadodara,Traffic Violation,Use of Mobile Phone,Greviously Injured,64.0
Vadodara,Traffic Violation,Use of Mobile Phone,Minor Injury,437.0
Vadodara,Traffic Violation,Use of Mobile Phone,Total Injured,635.0
Vadodara,Traffic Violation,Use of Mobile Phone,Total number of Accidents,361.0
Vadodara,Traffic Violation,Wrong Side Driving,Persons Killed,29.0
Vadodara,Traffic Violation,Wrong Side Driving,Greviously Injured,91.0
Vadodara,Traffic Violation,Wrong Side Driving,Minor Injury,452.0
Vadodara,Traffic Violation,Wrong Side Driving,Total Injured,258.0
Vadodara,Traffic Violation,Wrong Side Driving,Total number of Accidents,1411.0
Ghaziabad,Traffic Control,Traffic Light Signal,Persons Killed,59.0
Ghaziabad,Traffic Control,Traffic Light Signal,Greviously Injured,220.0
Ghaziabad,Traffic Control,Traffic Light Signal,Minor Injury,455.0
Ghaziabad,Traffic Control,Traffic Light Signal,Total Injured,763.0
Ghaziabad,Traffic Control,Traffic Light Signal,Total number of Accidents,1332.0
Ghaziabad,Traffic Control,Stop Sign,Persons Killed,75.0
Ghaziabad,Traffic Control,Stop Sign,Greviously Injured,39.0
Ghaziabad,Traffic Control,Stop Sign,Minor Injury,363.0
Ghaziabad,Traffic Control,Stop Sign,Total Injured,216.0
Ghaziabad,Traffic Control,Stop Sign,Total number of Accidents,1126.0
Ghaziabad,Traffic Control,Police Controlled,Persons Killed,99.0
Ghaziabad,Traffic Control,Police Controlled,Greviously Injured,201.0
Ghaziabad,Traffic Control,Police Controlled,Minor Injury,68.0
Ghaziabad,Traffic Control,Police Controlled,Total Injured,531.0
Ghaziabad,Traffic Control,Police Controlled,Total number of Accidents,939.0
Ghaziabad,Traffic Control,Flashing Signal/Blinker,Persons Killed,93.0
Ghaziabad,Traffic Control,Flashing Signal/Blinker,Greviously Injured,192.0
Ghaziabad,Traffic Control,Flashing Signal/Blinker,Minor Injury,162.0
Ghaziabad,Traffic Control,Flashing Signal/Blinker,Total Injured,282.0
Ghaziabad,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,680.0
Ghaziabad,Junction,Four arm Junction,Persons Killed,17.0
Ghaziabad,Junction,Four arm Junction,Greviously Injured,125.0
Ghaziabad,Junction,Four arm Junction,Minor Injury,162.0
Ghaziabad,Junction,Four arm Junction,Total Injured,575.0
Ghaziabad,Junction,Four arm Junction,Total number of Accidents,962.0
Ghaziabad,Junction,T Junction,Persons Killed,46.0
Ghaziabad,Junction,T Junction,Greviously Injured,127.0
Ghaziabad,Junction,T Junction,Minor Injury,350.0
Ghaziabad,Junction,T Junction,Total Injured,260.0
Ghaziabad,Junction,T Junction,Total number of Accidents,600.0
Ghaziabad,Junction,Y Junction,Persons Killed,69.0
Ghaziabad,Junction,Y Junction,Greviously Injured,269.0
Ghaziabad,Junction,Y Junction,Minor Injury,197.0
Ghaziabad,Junction,Y Junction,Total Injured,146.0
Ghaziabad,Junction,Y Junction,Total number of Accidents,598.0
Ghaziabad,Junction,Round about Junction,Persons Killed,69.0
Ghaziabad,Junction,Round about Junction,Greviously Injured,56.0
Ghaziabad,Junction,Round about Junction,Minor Injury,127.0
Ghaziabad,Junction,Round about Junction,Total Injured,223.0
Ghaziabad,Junction,Round about Junction,Total number of Accidents,274.0
Ghaziabad,Junction,Uncontrolled,Persons Killed,8.0
Ghaziabad,Junction,Uncontrolled,Greviously Injured,99.0
Ghaziabad,Junction,Uncontrolled,Minor Injury,449.0
Ghaziabad,Junction,Uncontrolled,Total Injured,604.0
Ghaziabad,Junction,Uncontrolled,Total number of Accidents,699.0
Ghaziabad,Road Features,Straight Road,Persons Killed,60.0
Ghaziabad,Road Features,Straight Road,Greviously Injured,147.0
Ghaziabad,Road Features,Straight Road,Minor Injury,99.0
Ghaziabad,Road Features,Straight Road,Total Injured,718.0
Ghaziabad,Road Features,Straight Road,Total number of Accidents,453.0
Ghaziabad,Road Features,Curved Road,Persons Killed,69.0
Ghaziabad,Road Features,Curved Road,Greviously Injured,60.0
Ghaziabad,Road Features,Curved Road,Minor Injury,294.0
Ghaziabad,Road Features,Curved Road,Total Injured,525.0
Ghaziabad,Road Features,Curved Road,Total number of Accidents,746.0
Ghaziabad,Road Features,Bridge,Persons Killed,45.0
Ghaziabad,Road Features,Bridge,Greviously Injured,78.0
Ghaziabad,Road Features,Bridge,Minor Injury,398.0
Ghaziabad,Road Features,Bridge,Total Injured,148.0
Ghaziabad,Road Features,Bridge,Total number of Accidents,1116.0
Ghaziabad,Road Features,Pot Holes,Persons Killed,73.0
Ghaziabad,Road Features,Pot Holes,Greviously Injured,201.0
Ghaziabad,Road Features,Pot Holes,Minor Injury,310.0
Ghaziabad,Road Features,Pot Holes,Total Injured,455.0
Ghaziabad,Road Features,Pot Holes,Total number of Accidents,1483.0
Ghaziabad,Road Features,Steep Grade,Persons Killed,38.0
Ghaziabad,Road Features,Steep Grade,Greviously Injured,138.0
Ghaziabad,Road Features,Steep Grade,Minor Injury,329.0
Ghaziabad,Road Features,Steep Grade,Total Injured,412.0
Ghaziabad,Road Features,Steep Grade,Total number of Accidents,811.0
Ghaziabad,Impacting Vehicle/Object,Cars/Taxis/Vans,Persons Killed,69.0
Ghaziabad,Impacting Vehicle/Object,Cars/Taxis/Vans,Greviously Injured,191.0
Ghaziabad,Impacting Vehicle/Object,Cars/Taxis/Vans,Minor Injury,223.0
Ghaziabad,Impacting Vehicle/Object,Cars/Taxis/Vans,Total Injured,463.0
Ghaziabad,Impacting Vehicle/Object,Cars/Taxis/Vans,Total number of Accidents,387.0
Ghaziabad,Impacting Vehicle/Object,Two Wheelers,Persons Killed,56.0
Ghaziabad,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,40.0
Ghaziabad,Impacting Vehicle/Object,Two Wheelers,Minor Injury,133.0
Ghaziabad,Impacting Vehicle/Object,Two Wheelers,Total Injured,763.0
Ghaziabad,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,1184.0
Ghaziabad,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,35.0
Ghaziabad,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,222.0
Ghaziabad,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,463.0
Ghaziabad,Impacting Vehicle/Object,Trucks/Lorries,Total Injured,507.0
Ghaziabad,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,1075.0
Ghaziabad,Impacting Vehicle/Object,Buses,Persons Killed,29.0
Ghaziabad,Impacting Vehicle/Object,Buses,Greviously Injured,229.0
Ghaziabad,Impacting Vehicle/Object,Buses,Minor Injury,440.0
Ghaziabad,Impacting Vehicle/Object,Buses,Total Injured,262.0
Ghaziabad,Impacting Vehicle/Object,Buses,Total number of Accidents,1443.0
Ghaziabad,Impacting Vehicle/Object,Pedestrian,Persons Killed,13.0
Ghaziabad,Impacting Vehicle/Object,Pedestrian,Greviously Injured,129.0
Ghaziabad,Impacting Vehicle/Object,Pedestrian,Minor Injury,443.0
Ghaziabad,Impacting Vehicle/Object,Pedestrian,Total Injured,499.0
Ghaziabad,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,1405.0
Ghaziabad,Weather,Sunny/Clear,Persons Killed,94.0
Ghaziabad,Weather,Sunny/Clear,Greviously Injured,115.0
Ghaziabad,Weather,Sunny/Clear,Minor Injury,266.0
Ghaziabad,Weather,Sunny/Clear,Total Injured,304.0
Ghaziabad,Weather,Sunny/Clear,Total number of Accidents,781.0
Ghaziabad,Weather,Rainy,Persons Killed,43.0
Ghaziabad,Weather,Rainy,Greviously Injured,237.0
Ghaziabad,Weather,Rainy,Minor Injury,233.0
Ghaziabad,Weather,Rainy,Total Injured,718.0
Ghaziabad,Weather,Rainy,Total number of Accidents,795.0
Ghaziabad,Weather,Foggy and Misty,Persons Killed,81.0
Ghaziabad,Weather,Foggy and Misty,Greviously Injured,259.0
Ghaziabad,Weather,Foggy and Misty,Minor Injury,412.0
Ghaziabad,Weather,Foggy and Misty,Total Injured,540.0
Ghaziabad,Weather,Foggy and Misty,Total number of Accidents,395.0
Ghaziabad,Weather,Hail/Sleet,Persons Killed,49.0
Ghaziabad,Weather,Hail/Sleet,Greviously Injured,16.0
Ghaziabad,Weather,Hail/Sleet,Minor Injury,119.0
Ghaziabad,Weather,Hail/Sleet,Total Injured,738.0
Ghaziabad,Weather,Hail/Sleet,Total number of Accidents,871.0
Ghaziabad,Traffic Violation,Drunken Driving,Persons Killed,74.0
Ghaziabad,Traffic Violation,Drunken Driving,Greviously Injured,157.0
Ghaziabad,Traffic Violation,Drunken Driving,Minor Injury,192.0
Ghaziabad,Traffic Violation,Drunken Driving,Total Injured,298.0
Ghaziabad,Traffic Violation,Drunken Driving,Total number of Accidents,691.0
Ghaziabad,Traffic Violation,Over Speeding,Persons Killed,13.0
Ghaziabad,Traffic Violation,Over Speeding,Greviously Injured,174.0
Ghaziabad,Traffic Violation,Over Speeding,Minor Injury,363.0
Ghaziabad,Traffic Violation,Over Speeding,Total Injured,120.0
Ghaziabad,Traffic Violation,Over Speeding,Total number of Accidents,1305.0
Ghaziabad,Traffic Violation,Jumping Red Light,Persons Killed,68.0
Ghaziabad,Traffic Violation,Jumping Red Light,Greviously Injured,140.0
Ghaziabad,Traffic Violation,Jumping Red Light,Minor Injury,136.0
Ghaziabad,Traffic Violation,Jumping Red Light,Total Injured,404.0
Ghaziabad,Traffic Violation,Jumping Red Light,Total number of Accidents,570.0
Ghaziabad,Traffic Violation,Use of Mobile Phone,Persons Killed,88.0
Ghaziabad,Traffic Violation,Use of Mobile Phone,Greviously Injured,170.0
Ghaziabad,Traffic Violation,Use of Mobile Phone,Minor Injury,227.0
Ghaziabad,Traffic Violation,Use of Mobile Phone,Total Injured,728.0
Ghaziabad,Traffic Violation,Use of Mobile Phone,Total number of Accidents,1094.0
Ghaziabad,Traffic Violation,Wrong Side Driving,Persons Killed,70.0
Ghaziabad,Traffic Violation,Wrong Side Driving,Greviously Injured,95.0
Ghaziabad,Traffic Violation,Wrong Side Driving,Minor Injury,338.0
Ghaziabad,Traffic Violation,Wrong Side Driving,Total Injured,692.0
Ghaziabad,Traffic Violation,Wrong Side Driving,Total number of Accidents,772.0
Ludhiana,Traffic Control,Traffic Light Signal,Persons Killed,97.0
Ludhiana,Traffic Control,Traffic Light Signal,Greviously Injured,37.0
Ludhiana,Traffic Control,Traffic Light Signal,Minor Injury,491.0
Ludhiana,Traffic Control,Traffic Light Signal,Total Injured,142.0
Ludhiana,Traffic Control,Traffic Light Signal,Total number of Accidents,622.0
Ludhiana,Traffic Control,Stop Sign,Persons Killed,85.0
Ludhiana,Traffic Control,Stop Sign,Greviously Injured,186.0
Ludhiana,Traffic Control,Stop Sign,Minor Injury,66.0
Ludhiana,Traffic Control,Stop Sign,Total Injured,709.0
Ludhiana,Traffic Control,Stop Sign,Total number of Accidents,1165.0
Ludhiana,Traffic Control,Police Controlled,Persons Killed,69.0
Ludhiana,Traffic Control,Police Controlled,Greviously Injured,107.0
Ludhiana,Traffic Control,Police Controlled,Minor Injury,114.0
Ludhiana,Traffic Control,Police Controlled,Total Injured,616.0
Ludhiana,Traffic Control,Police Controlled,Total number of Accidents,221.0
Ludhiana,Traffic Control,Flashing Signal/Blinker,Persons Killed,56.0
Ludhiana,Traffic Control,Flashing Signal/Blinker,Greviously Injured,75.0
Ludhiana,Traffic Control,Flashing Signal/Blinker,Minor Injury,379.0
Ludhiana,Traffic Control,Flashing Signal/Blinker,Total Injured,197.0
Ludhiana,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,1367.0
Ludhiana,Junction,Four arm Junction,Persons Killed,50.0
Ludhiana,Junction,Four arm Junction,Greviously Injured,134.0
Ludhiana,Junction,Four arm Junction,Minor Injury,216.0
Ludhiana,Junction,Four arm Junction,Total Injured,185.0
Ludhiana,Junction,Four arm Junction,Total number of Accidents,787.0
Ludhiana,Junction,T Junction,Persons Killed,87.0
Ludhiana,Junction,T Junction,Greviously Injured,68.0
Ludhiana,Junction,T Junction,Minor Injury,187.0
Ludhiana,Junction,T Junction,Total Injured,710.0
Ludhiana,Junction,T Junction,Total number of Accidents,442.0
Ludhiana,Junction,Y Junction,Persons Killed,62.0
Ludhiana,Junction,Y Junction,Greviously Injured,58.0
Ludhiana,Junction,Y Junction,Minor Injury,497.0
Ludhiana,Junction,Y Junction,Total Injured,131.0
Ludhiana,Junction,Y Junction,Total number of Accidents,590.0
Ludhiana,Junction,Round about Junction,Persons Killed,20.0
Ludhiana,Junction,Round about Junction,Greviously Injured,29.0
Ludhiana,Junction,Round about Junction,Minor Injury,203.0
Ludhiana,Junction,Round about Junction,Total Injured,482.0
Ludhiana,Junction,Round about Junction,Total number of Accidents,1291.0
Ludhiana,Junction,Uncontrolled,Persons Killed,85.0
Ludhiana,Junction,Uncontrolled,Greviously Injured,152.0
Ludhiana,Junction,Uncontrolled,Minor Injury,425.0
Ludhiana,Junction,Uncontrolled,Total Injured,312.0
Ludhiana,Junction,Uncontrolled,Total number of Accidents,278.0
Ludhiana,Road Features,Straight Road,Persons Killed,85.0
Ludhiana,Road Features,Straight Road,Greviously Injured,125.0
Ludhiana,Road Features,Straight Road,Minor Injury,141.0
Ludhiana,Road Features,Straight Road,Total Injured,480.0
Ludhiana,Road Features,Straight Road,Total number of Accidents,1200.0
Ludhiana,Road Features,Curved Road,Persons Killed,39.0
Ludhiana,Road Features,Curved Road,Greviously Injured,67.0
Ludhiana,Road Features,Curved Road,Minor Injury,333.0
Ludhiana,Road Features,Curved Road,Total Injured,125.0
Ludhiana,Road Features,Curved Road,Total number of Accidents,1080.0
Ludhiana,Road Features,Bridge,Persons Killed,62.0
Ludhiana,Road Features,Bridge,Greviously Injured,75.0
Ludhiana,Road Features,Bridge,Minor Injury,458.0
Ludhiana,Road Features,Bridge,Total Injured,353.0
Ludhiana,Road Features,Bridge,Total number of Accidents,1267.0
Ludhiana,Road Features,Pot Holes,Persons Killed,96.0
Ludhiana,Road Features,Pot Holes,Greviously Injured,51.0
